,true_x,true_y,true_yaw,odo_x,odo_y,odo_yaw,z_x,z_y,u_dl,u_dtheta,z_n,u_dl_n,u_dtheta_n
299,1.51068794541,19.8927031326,3.0,2.24870493439,20.1891525287,2.89443313891,0.0,0.0,0.0563868268792,0.0123418865512,0.0,0.05,0.01
300,1.41168869575,19.9068151334,3.01,2.25447651857,20.1876962517,2.89999151672,0.0,0.0,-0.00595247231274,0.0055583778068,0.0,0.05,0.01
301,1.31255327835,19.9199364526,3.02,2.1833117308,20.2052322796,2.90617890088,0.0,0.0,0.0732935146819,0.00618738416508,0.0,0.05,0.01
302,1.21329160668,19.9320657781,3.03,2.08400126284,20.2290530094,2.91676858796,0.0,0.0,0.102127352905,0.0105896870751,0.0,0.05,0.01
303,1.11391360682,19.943201897,3.04,2.04181859961,20.2386997722,2.9242179173,0.0,0.0,0.0432716663797,0.00744932934208,0.0,0.05,0.01
304,1.01442921649,19.9533436956,3.05,1.93984081231,20.2612230443,2.93738799151,0.0,0.0,0.104435467572,0.0131700742061,0.0,0.05,0.01
305,0.914848384031,19.9624901599,3.06,1.83401882955,20.2831378491,2.94205326022,0.0,0.0,0.108067343388,0.00466526870746,0.0,0.05,0.01
306,0.81518106746,19.970640375,3.07,1.69574907014,20.3111002182,2.97198725283,0.0,0.0,0.141068850032,0.0299339926175,0.0,0.05,0.01
307,0.715437233419,19.9777935262,3.08,1.54683889211,20.3366011789,2.97595110369,0.0,0.0,0.151077927318,0.00396385086178,0.0,0.05,0.01
308,0.615626856209,19.9839488979,3.09,1.34338269088,20.3706136177,3.01132612395,0.0,0.0,0.206279596208,0.0353750202573,0.0,0.05,0.01
309,0.515759916786,19.9891058747,3.1,1.17173658247,20.393100702,3.00818672391,0.0,0.0,0.173112840334,-0.0031394000431,0.0,0.05,0.01
310,0.415846401758,19.993263941,3.11,1.01217815112,20.4145139252,3.03650372022,0.0,0.0,0.160988878946,0.028316996307,0.0,0.05,0.01
311,0.315896302396,19.9964226808,3.12,0.884690506163,20.4279610041,3.04803115071,0.0,0.0,0.128194865524,0.0115274304898,0.0,0.05,0.01
312,0.215919613624,19.9985817784,3.13,0.742326365374,20.4413198097,3.07095253982,0.0,0.0,0.142989532032,0.0229213891094,0.0,0.05,0.01
313,0.11592633303,19.9997410178,3.14,0.681886403875,20.4455964113,3.07629438722,0.0,0.0,0.0605910741523,0.00534184740697,0.0,0.05,0.01
314,0.0159264598572,19.9999002831,3.15,0.521426952187,20.4560890526,3.09602804088,0.0,0.0,0.160802149109,0.0197336536586,0.0,0.05,0.01
315,-0.0840700059899,19.9990595583,3.16,0.510772204803,20.4565748683,3.1165917754,0.0,0.0,0.0106658173007,0.0205637345153,0.0,0.05,0.01
316,-0.184053064948,19.9972189277,3.17,0.370206037023,20.4600898783,3.11681720516,0.0,0.0,0.140610109238,0.000225429765453,0.0,0.05,0.01
317,-0.284012718795,19.9943785751,3.18,0.324855731125,20.4612136824,3.12971772241,0.0,0.0,0.0453642279856,0.0129005172517,0.0,0.05,0.01
318,-0.383938971648,19.9905387846,3.19,0.292578583551,20.4615969893,3.13607323642,0.0,0.0,0.0322794234727,0.00635551400348,0.0,0.05,0.01
319,-0.483821830966,19.9856999403,3.2,0.188141924314,20.4621734247,3.14507870884,-0.444241058252,20.1208575095,0.104438250034,0.00900547242275,0.1,0.05,0.01
320,-0.583651308545,19.9798625259,3.21,0.0725790860026,20.4617705646,3.14907732194,0.0,0.0,0.115563540508,0.00399861310083,0.0,0.05,0.01
321,-0.683417421522,19.9730271253,3.22,-0.029227384275,20.4610085627,3.16382632592,0.0,0.0,0.101809321957,0.0147490039773,0.0,0.05,0.01
322,-0.783110193368,19.965194422,3.23,-0.0902003641583,20.459652686,3.17953532106,0.0,0.0,0.0609880535632,0.0157089951433,0.0,0.05,0.01
323,-0.882719654888,19.9563651992,3.24,-0.158560568903,20.4570576721,3.1791772558,0.0,0.0,0.0684094415269,-0.000358065261588,0.0,0.05,0.01
324,-0.982235845221,19.9465403398,3.25,-0.260966213858,20.4532069833,3.18564672883,0.0,0.0,0.102478016777,0.00646947302655,0.0,0.05,0.01
325,-1.08164881283,19.9357208263,3.26,-0.411109364081,20.4465882834,3.20092168621,0.0,0.0,0.15028896416,0.015274957385,0.0,0.05,0.01
326,-1.1809486165,19.9239077407,3.27,-0.583947383065,20.4363219224,3.19942077203,0.0,0.0,0.173142654978,-0.00150091418399,0.0,0.05,0.01
327,-1.28012532633,19.9111022643,3.28,-0.649955192927,20.4325005544,3.1969378747,0.0,0.0,0.0661183319265,-0.00248289732907,0.0,0.05,0.01
328,-1.37916902474,19.8973056776,3.29,-0.73865551101,20.4275863971,3.20180017407,0.0,0.0,0.0888363403645,0.00486229937216,0.0,0.05,0.01
329,-1.47806980744,19.8825193602,3.3,-0.847353918168,20.4210340163,3.2176899176,0.0,0.0,0.108895718067,0.0158897435269,0.0,0.05,0.01
330,-1.57681778443,19.8667447908,3.31,-0.93817516806,20.4141093962,3.20591001981,0.0,0.0,0.0910848494322,-0.0117798977866,0.0,0.05,0.01
331,-1.675403081,19.8499835468,3.32,-0.995771178287,20.410399856,3.2026241058,0.0,0.0,0.0577153452955,-0.0032859140106,0.0,0.05,0.01
